Transaction_ID,Transaction_Date,Credit_Card_ID,Transaction_Value,Transaction_Segment
CTID27677409,22-Jun-16,9083-6711-4313-1181,14212,SEG17
CTID11436664,22-Aug-16,9779-2601-5260-2896,10575,SEG18
CTID44280544,3-Feb-16,6045-2636-8278-8875,45819,SEG25
CTID68131065,8-Feb-16,5380-2273-3524-9795,41324,SEG24
CTID45211185,3-May-16,1336-9200-1264-2551,5723,SEG23
CTID83332437,20-Nov-16,9627-1907-4419-6606,30608,SEG23
CTID64286735,7-Jan-16,7752-7762-8832-3142,20873,SEG12
CTID56264156,23-Sep-16,8869-7604-9618-3740,22114,SEG22
CTID69480942,5-Apr-16,6197-7150-9163-8287,43576,SEG13
CTID86689306,15-Oct-16,2649-6876-7496-4123,35308,SEG19
CTID22156100,26-Mar-16,4708-4407-9601-6022,35409,SEG25
CTID85235713,9-Jun-16,9314-8332-5195-8287,35280,SEG12
CTID84128176,9-Nov-16,2116-6906-9722-9824,32331,SEG15
CTID38520147,2-Sep-16,7815-5255-1963-9464,42987,SEG22
CTID62822924,14-Sep-16,9018-5320-5729-5393,5539,SEG15
CTID65151877,7-Apr-16,4806-6889-9908-7496,42909,SEG22
CTID12286554,19-Jul-16,7900-3001-7632-4005,28572,SEG19
CTID56620827,26-Jun-16,7290-4771-9163-1291,14041,SEG13
CTID28196206,26-Jun-16,6750-4821-2334-9977,7469,SEG23
CTID41149502,31-Jan-16,8467-5358-5569-3718,17937,SEG21
CTID79470450,5-Mar-16,5982-5047-2653-9052,49539,SEG16
CTID99793572,24-Oct-16,5283-6135-5709-4452,38394,SEG25
CTID53925062,3-Apr-16,4819-6940-5506-8061,35827,SEG18
CTID27594618,9-May-16,2264-2870-6785-2725,33020,SEG14
CTID87702185,29-Apr-16,2535-9251-5633-3656,11044,SEG19
CTID30349880,1-Jan-16,6722-7299-6082-7974,38350,SEG24
CTID18603193,21-Feb-16,8052-5734-6162-9591,3271,SEG15
CTID56656389,5-Apr-16,5481-9525-6488-7566,27641,SEG18
CTID23255669,16-Jul-16,7837-4036-5999-1672,17912,SEG25
CTID30828556,26-Jun-16,6815-5139-5546-1802,12619,SEG23
CTID49514914,10-May-16,7815-5255-1963-9464,42623,SEG18
CTID99266757,23-Aug-16,6025-2610-4001-6680,30515,SEG12
CTID20533049,25-Nov-16,7726-3678-8092-6414,36483,SEG19
CTID86192672,9-Sep-16,5175-8965-9249-9021,6852,SEG12
CTID44428106,5-Mar-16,7211-2168-9731-5466,49219,SEG19
CTID65376653,1-Oct-16,7815-5255-1963-9464,41116,SEG19
CTID97746859,18-Mar-16,5094-8484-5014-6152,13773,SEG22
CTID12278199,2-Aug-16,5002-6349-2806-2942,3831,SEG11
CTID45682577,5-Jul-16,6343-7134-9888-2361,47919,SEG23
CTID21190741,4-Jul-16,9376-8684-9599-2988,127,SEG23
CTID55239993,24-Jul-16,3991-7326-9292-2844,33636,SEG17
CTID30897313,20-Apr-16,4973-1293-1664-2086,14058,SEG14
CTID49025149,15-Dec-16,5251-7364-6702-5590,33454,SEG17
CTID74108592,13-Feb-16,3648-6856-2869-1255,559,SEG17
CTID99653768,22-Jul-16,6617-5782-1394-1632,20951,SEG18
CTID56110758,14-Jun-16,8883-9569-6241-3952,43368,SEG20
CTID63477747,20-Dec-16,6321-2048-7733-8765,48842,SEG23
CTID30116687,21-Jul-16,2077-2389-7798-4862,30642,SEG23
CTID91623477,27-Apr-16,9304-4488-7872-2868,11143,SEG18
CTID60836617,22-Aug-16,5005-7427-6443-4284,34711,SEG20
CTID12337034,11-Aug-16,4046-1968-8375-3680,2025,SEG16
CTID30167351,19-May-16,8590-6850-6104-5846,14159,SEG21
CTID90378832,7-Jan-16,9083-6711-4313-1181,30935,SEG12
CTID46456512,4-Jan-16,8305-2272-4553-4911,41161,SEG12
CTID14003415,6-Sep-16,5591-5619-8809-5454,46864,SEG14
CTID91442642,18-Jan-16,5574-7647-1844-5316,24930,SEG17
CTID25990781,10-Mar-16,7212-8665-7734-5918,45544,SEG22
CTID34863813,1-Dec-16,6399-9536-6027-1857,44521,SEG21
CTID87094212,1-Nov-16,8578-3662-1951-5720,24081,SEG22
CTID62626624,9-Jun-16,8486-4186-7122-3452,21864,SEG15
CTID80756626,14-Feb-16,3544-7836-9589-7635,21941,SEG20
CTID33194920,5-Jun-16,3969-9181-6385-4422,34027,SEG20
CTID27018867,29-Nov-16,4770-7274-9917-1594,15247,SEG21
CTID77210290,16-Apr-16,6699-2639-4522-6219,44905,SEG11
CTID26012242,12-Jul-16,2517-1247-3682-9050,5156,SEG17
CTID99919488,13-Jan-16,8582-2422-3251-5767,36305,SEG12
CTID56172666,11-Feb-16,1519-5130-5810-8539,23072,SEG14
CTID69613514,7-Jun-16,9497-8994-1281-9719,47904,SEG11
CTID95889651,25-Dec-16,5962-5634-2696-2739,38856,SEG14
CTID17129410,22-May-16,2201-1387-2319-6874,13531,SEG11
CTID88446760,16-Nov-16,7447-6644-5678-8061,3719,SEG19
CTID84792978,6-Aug-16,9161-8723-1217-5269,24855,SEG13
CTID70056478,25-Aug-16,8408-7680-2338-9105,33012,SEG25
CTID34741369,9-Mar-16,5206-5979-9383-4538,38162,SEG16
CTID68122313,16-Dec-16,9138-8487-6675-4521,285,SEG24
CTID93358440,13-Jan-16,4027-9234-2261-8201,37447,SEG14
CTID71404210,24-May-16,3991-7326-9292-2844,29644,SEG15
CTID15089366,6-Jul-16,3545-8540-7402-9523,41439,SEG12
CTID67461599,1-Jul-16,5380-2273-3524-9795,7842,SEG15
CTID66706445,16-May-16,7416-4529-6690-5703,13553,SEG11
CTID63616546,20-Mar-16,9930-4634-8565-6716,32502,SEG17
CTID26641436,27-Dec-16,3573-2839-9869-7747,1516,SEG23
CTID22422809,27-Nov-16,9779-2601-5260-2896,24070,SEG11
CTID40246973,28-Mar-16,9369-6196-2597-1730,2125,SEG15
CTID62385817,30-Oct-16,4525-4818-6014-8945,34347,SEG24
CTID79476538,9-Jun-16,4420-9925-9792-9113,10259,SEG11
CTID93076705,13-Apr-16,5175-8965-9249-9021,10112,SEG16
CTID20635253,13-Oct-16,5564-7149-9280-5472,25090,SEG20
CTID47887769,18-Jan-16,2944-6929-3608-9991,20374,SEG16
CTID73315781,7-Oct-16,5005-7427-6443-4284,3021,SEG15
CTID27258159,20-Oct-16,9558-5469-2562-5608,36361,SEG17
CTID90033814,30-Sep-16,8106-9789-1679-2552,22649,SEG11
CTID23781281,27-Feb-16,1546-9786-8388-4937,40088,SEG24
CTID27512218,26-May-16,5296-2987-4365-6870,31071,SEG18
CTID24912313,23-Mar-16,5564-7149-9280-5472,41564,SEG25
CTID86207575,1-Aug-16,3226-1711-7076-2949,13352,SEG12
CTID40063230,19-Feb-16,5984-2442-3351-3695,9188,SEG23
CTID84873504,13-Sep-16,6399-9536-6027-1857,6524,SEG21
CTID44284063,15-Aug-16,8408-7680-2338-9105,31178,SEG20
CTID67868328,27-May-16,7447-6644-5678-8061,7199,SEG12
CTID83704069,17-Apr-16,2357-9896-6403-5970,18562,SEG13
CTID53772400,4-Sep-16,8228-6661-8736-2838,49334,SEG25
CTID93536835,11-Dec-16,4220-2591-3295-3300,49093,SEG13
CTID64456846,26-Oct-16,7106-4239-7093-1515,32059,SEG17
CTID24217048,23-Jun-16,8052-5734-6162-9591,32313,SEG14
CTID44712021,17-May-16,9721-7299-5635-3504,24720,SEG22
CTID24614911,5-Jun-16,5540-8588-7666-7798,47439,SEG21
CTID23391353,24-Feb-16,1947-8602-1695-7503,24415,SEG24
CTID79984072,20-Jul-16,4037-7862-8119-1361,12187,SEG21
CTID27771176,26-Sep-16,4265-2692-1676-5635,40868,SEG15
CTID82324309,8-Jul-16,2370-4593-4826-2349,28123,SEG13
CTID59172638,14-Jan-16,9369-6196-2597-1730,24608,SEG13
CTID82868360,29-Jul-16,5864-4475-3659-1440,23604,SEG19
CTID90494055,9-Nov-16,8518-4517-6409-6976,35023,SEG12
CTID96966064,20-Oct-16,2711-5438-4449-9824,39001,SEG12
CTID41559330,23-Jul-16,4963-4850-8565-5494,45206,SEG19
CTID59357313,8-Feb-16,2271-9253-1553-2843,44879,SEG13
CTID47191546,6-Dec-16,2568-8047-9427-1704,46628,SEG19
CTID87340691,18-Feb-16,7430-6895-6227-4665,3119,SEG22
CTID15320577,8-Apr-16,5206-5979-9383-4538,2446,SEG17
CTID64055339,1-Dec-16,5747-7372-2770-2325,34926,SEG13
CTID86846963,2-Mar-16,7726-3678-8092-6414,38243,SEG22
CTID65168252,13-Jul-16,5984-2442-3351-3695,1833,SEG11
CTID39144265,25-Aug-16,3007-2083-4197-9770,36302,SEG21
CTID51555724,20-Aug-16,1765-4019-5141-9230,10579,SEG13
CTID77935919,21-Mar-16,8287-3054-9804-9342,8698,SEG20
CTID72591402,4-Aug-16,7504-5906-9389-8905,30155,SEG17
CTID29469747,15-Nov-16,9930-4634-8565-6716,48453,SEG12
CTID57750648,25-Jun-16,2349-2290-6329-3624,5412,SEG15
CTID93060210,28-Jul-16,1992-1719-3506-9652,7576,SEG20
CTID83424646,17-Jan-16,4563-2673-5152-4847,21383,SEG23
CTID54576141,17-Dec-16,6286-3397-5051-8445,48410,SEG18
CTID15369254,21-Dec-16,8918-6235-3308-7862,28322,SEG15
CTID90758972,9-Jan-16,5341-5445-8369-7039,8275,SEG19
CTID97233456,23-Jan-16,5583-9751-6086-5673,40408,SEG18
CTID54742902,19-Jun-16,2893-7786-7528-2338,32589,SEG23
CTID40590653,9-Dec-16,6876-7378-4945-3251,28961,SEG21
CTID77332870,13-May-16,9779-2601-5260-2896,159,SEG17
CTID49220424,30-Sep-16,1438-6906-2509-8219,34490,SEG25
CTID47688085,14-May-16,3414-4178-9784-9954,33304,SEG17
CTID94809239,15-Jun-16,6479-5593-2105-9060,5659,SEG13
CTID97408997,13-Oct-16,8757-6814-8721-3839,39441,SEG16
CTID87553886,7-Jun-16,4375-1627-3683-5900,6686,SEG12
CTID74613365,14-Jun-16,5591-5619-8809-5454,29355,SEG17
CTID49635405,26-Feb-16,4138-5166-7490-1188,35565,SEG11
CTID66886613,12-Nov-16,7811-4511-7664-6960,25596,SEG18
CTID52771718,27-May-16,5731-9804-7859-1641,11631,SEG19
CTID81843661,25-Mar-16,3170-4662-9297-6384,8261,SEG25
CTID40576088,6-Apr-16,7212-8665-7734-5918,8905,SEG20
CTID33878544,10-Jan-16,5564-7149-9280-5472,38175,SEG19
CTID82628111,30-Jul-16,4933-8895-6001-8577,43366,SEG15
CTID94215587,25-Dec-16,1350-6303-6190-5958,14775,SEG24
CTID31924939,12-Sep-16,7290-4771-9163-1291,21368,SEG13
CTID87312349,22-Oct-16,3440-3330-5015-4988,28570,SEG11
CTID14521230,11-Jun-16,2158-2612-7934-6228,20635,SEG25
CTID40494662,15-Nov-16,7504-5906-9389-8905,35638,SEG11
CTID19373905,4-Jul-16,7306-7457-8875-3211,12611,SEG13
CTID65158145,29-Feb-16,5533-2042-7236-9790,17334,SEG11
CTID87970836,8-Feb-16,6385-4594-8055-9081,21810,SEG19
CTID48531881,9-Jul-16,5341-5445-8369-7039,14698,SEG21
CTID37686655,28-Oct-16,3648-6856-2869-1255,2640,SEG15
CTID80527025,22-Mar-16,5984-2442-3351-3695,49847,SEG23
CTID91652884,10-Dec-16,8477-4051-5606-6540,6129,SEG13
CTID47021913,5-Feb-16,7290-4771-9163-1291,33842,SEG12
CTID19932312,13-Feb-16,5814-6146-3149-1775,21007,SEG17
CTID43430648,24-Dec-16,4963-4850-8565-5494,10198,SEG21
CTID54984983,27-Sep-16,2388-1652-4326-6035,47588,SEG25
CTID24391024,14-Oct-16,3362-7342-4639-8164,8539,SEG11
CTID14011171,6-Feb-16,9753-7718-2196-1448,27256,SEG19
CTID83252951,1-May-16,3380-5311-6073-9478,19025,SEG25
CTID87511129,14-Aug-16,6385-4594-8055-9081,44573,SEG20
CTID15790824,8-Dec-16,1629-9566-3285-2123,11874,SEG16
CTID57601995,21-Oct-16,4646-8260-8197-7078,18786,SEG20
CTID64614700,16-Sep-16,8614-1547-9524-8444,49444,SEG16
CTID72011016,3-May-16,8138-6235-7062-6142,25157,SEG25
CTID37237191,25-Mar-16,1750-2387-4085-7042,38556,SEG23
CTID48334156,18-Dec-16,3380-5311-6073-9478,45386,SEG22
CTID20401863,29-Jul-16,9027-9319-4091-7718,20713,SEG21
CTID53912284,30-Nov-16,7908-3850-6633-2606,8764,SEG24
CTID95514086,6-Dec-16,5786-9833-8038-2159,43895,SEG13
CTID52613447,19-Jun-16,8850-8297-4094-3048,43996,SEG22
CTID86005527,7-Mar-16,8287-3054-9804-9342,11271,SEG21
CTID44879622,13-Sep-16,4661-5769-5059-2114,33765,SEG14
CTID82617550,11-May-16,6399-9536-6027-1857,40762,SEG14
CTID73525140,18-Nov-16,7586-6475-9618-3909,26757,SEG20
CTID40747965,22-May-16,8638-5407-3631-8196,30996,SEG15
CTID28506341,5-Jul-16,5962-5634-2696-2739,10056,SEG12
CTID47779365,22-Oct-16,6722-7299-6082-7974,37134,SEG25
CTID74330087,14-Mar-16,1336-9200-1264-2551,2394,SEG11
CTID18316170,5-Jul-16,9842-5558-3255-3410,36247,SEG19
CTID74302814,8-Aug-16,4843-3880-6792-2259,31069,SEG15
CTID90920967,24-Jun-16,7276-7349-6334-3809,1791,SEG19
CTID74391833,25-Nov-16,4037-7862-8119-1361,6677,SEG17
CTID29277049,25-Nov-16,5530-2431-5627-8837,4026,SEG16
CTID40982015,3-Apr-16,9302-6470-7735-6371,30238,SEG22
CTID81083502,13-Jun-16,1546-9786-8388-4937,20342,SEG22
CTID45848576,10-Jun-16,5530-1215-6434-9691,24571,SEG18
CTID73615327,24-May-16,5175-8965-9249-9021,6085,SEG17
CTID14739666,21-Aug-16,7966-2894-6066-2530,35166,SEG20
CTID64140565,12-May-16,4770-7274-9917-1594,22403,SEG13
CTID30095682,3-Mar-16,1235-8656-9164-2644,19378,SEG14
CTID87209581,19-Nov-16,2422-2354-4628-4556,15301,SEG13
CTID49383023,10-Jun-16,4663-3168-7059-6778,13273,SEG20
CTID41561253,1-Aug-16,3380-5311-6073-9478,37139,SEG17
CTID21888348,23-Jul-16,8839-9467-3960-3997,18651,SEG18
CTID17182031,6-Jan-16,6015-9255-9994-6771,9259,SEG16
CTID43588691,19-Dec-16,8135-1903-7706-2260,48236,SEG22
CTID40756256,31-Dec-16,4973-1293-1664-2086,21600,SEG25
CTID49989960,18-Jul-16,7326-9558-4788-5128,37778,SEG15
CTID69267117,27-Dec-16,6001-5945-4665-4926,23689,SEG19
CTID56297565,20-Sep-16,1127-9633-2269-3119,12320,SEG15
CTID92696275,17-Jun-16,9132-7052-6630-5540,44492,SEG25
CTID52650965,30-Jul-16,7633-7985-2079-2990,41334,SEG12
CTID71749787,2-Sep-16,3925-8607-7303-7699,15173,SEG13
CTID34105866,18-Jul-16,9961-2869-2603-3317,42039,SEG23
CTID29712010,21-Oct-16,4834-4297-3113-9327,10553,SEG20
CTID81482690,19-Aug-16,3623-4506-7311-5151,43176,SEG24
CTID83354271,21-Aug-16,9248-9032-8076-1225,31165,SEG23
CTID74800959,23-Feb-16,5349-1963-8417-8327,11744,SEG12
CTID88835371,1-Nov-16,4937-6752-6970-3163,43329,SEG13
CTID72797076,13-Sep-16,4971-8219-1133-6753,21632,SEG22
CTID66546353,18-May-16,4139-7870-9436-2923,46024,SEG12
CTID48661763,22-Jun-16,2517-1247-3682-9050,24148,SEG18
CTID47818420,9-Oct-16,3140-6494-9869-5893,35581,SEG13
CTID89019642,23-Sep-16,8115-7743-6213-9284,35310,SEG15
CTID30381251,9-Sep-16,1765-4019-5141-9230,39328,SEG13
CTID52476780,17-Jan-16,5591-5619-8809-5454,17859,SEG11
CTID78002592,30-Jan-16,5814-6146-3149-1775,10963,SEG15
CTID76249045,13-Nov-16,5583-9751-6086-5673,10020,SEG22
CTID94251872,28-Mar-16,9961-2869-2603-3317,38127,SEG11
CTID22382382,1-Feb-16,6699-2639-4522-6219,20418,SEG15
CTID38826830,16-Jul-16,3545-8540-7402-9523,18488,SEG11
CTID76485448,9-Feb-16,8499-3007-6025-2772,18097,SEG24
CTID43965780,31-Mar-16,7164-1323-2737-4112,10196,SEG23
CTID58917810,28-Oct-16,4856-2191-9879-6388,47775,SEG21
CTID16976554,10-Jan-16,8321-8463-7644-8934,24758,SEG22
CTID26569676,15-Nov-16,4525-4818-6014-8945,32177,SEG13
CTID47521949,20-Sep-16,3620-5235-2101-3391,16420,SEG18
CTID93125601,6-Mar-16,8685-1513-4751-8018,26232,SEG22
CTID36067849,19-Jul-16,3525-9763-6876-7431,33051,SEG18
CTID51105516,1-Oct-16,1546-9786-8388-4937,35704,SEG23
CTID32911162,30-Aug-16,8069-5321-4131-7493,7800,SEG18
CTID60553825,21-Jun-16,9946-6939-3033-9593,39854,SEG20
CTID19731574,17-Jul-16,9425-1481-6545-6190,36561,SEG18
CTID27303591,19-May-16,9999-3058-2698-4238,45478,SEG22
CTID54801580,20-Feb-16,9961-2869-2603-3317,33330,SEG16
CTID15432515,17-Mar-16,5574-7647-1844-5316,36064,SEG16
CTID62623034,7-Dec-16,8159-1257-4706-7544,20049,SEG12
CTID34570975,26-Aug-16,2357-9896-6403-5970,27541,SEG23
CTID99394164,3-Jan-16,6045-2636-8278-8875,34322,SEG14
CTID87363132,4-Nov-16,7017-9570-4103-5076,26124,SEG19
CTID84580808,12-Sep-16,2964-4590-9510-4405,44327,SEG22
CTID59899919,13-Jul-16,8673-7935-5776-9119,41069,SEG13
CTID45980357,19-Jul-16,7212-8665-7734-5918,45001,SEG12
CTID42730642,13-Jun-16,8518-4517-6409-6976,25247,SEG21
CTID16092810,14-Apr-16,5731-9804-7859-1641,27029,SEG12
CTID77331610,18-Jan-16,1716-8420-2111-4735,32363,SEG25
CTID89972843,19-Jan-16,2595-8621-2855-9119,43457,SEG21
CTID47175941,24-Mar-16,4971-8219-1133-6753,44204,SEG15
CTID66013803,4-Mar-16,7306-7457-8875-3211,40073,SEG18
CTID25653738,18-Jun-16,4843-3880-6792-2259,27897,SEG22
CTID70974055,25-Jul-16,4092-8604-7363-3393,31486,SEG14
CTID95106706,30-Jul-16,7908-2695-7391-7499,37230,SEG15
CTID45687318,6-Apr-16,9946-6939-3033-9593,2735,SEG20
CTID66428281,5-Jun-16,6045-2636-8278-8875,12454,SEG19
CTID74643782,24-May-16,2342-6589-6557-6739,6781,SEG22
CTID69412376,27-Nov-16,1825-7669-6621-9045,26213,SEG23
CTID11633194,11-Nov-16,1466-1600-9312-7604,49223,SEG15
CTID14836525,4-Jun-16,7586-6475-9618-3909,12399,SEG16
CTID68450615,15-Jul-16,7767-7920-7733-4210,40123,SEG18
CTID88929617,1-Nov-16,2911-7555-3093-9231,46595,SEG20
CTID94421003,23-Dec-16,1290-5480-3763-3387,47081,SEG18
CTID77226892,1-Dec-16,3440-1978-8156-5313,43900,SEG15
CTID87408726,13-Apr-16,4954-2506-4917-1734,34344,SEG21
CTID16362835,29-Aug-16,2854-6117-5924-2770,47630,SEG16
CTID46453058,7-Dec-16,5734-5619-8469-4044,48722,SEG23
CTID36818468,20-Dec-16,2271-9253-1553-2843,20233,SEG18
CTID97548558,12-Jun-16,7837-4036-5999-1672,18988,SEG24
CTID71516148,3-Mar-16,3168-6552-9936-1500,2804,SEG23
CTID91352367,16-Jun-16,7234-6377-8525-5139,48364,SEG14
CTID43026915,4-Jul-16,6547-1222-2350-2503,20337,SEG17
CTID36449902,15-Dec-16,5296-2987-4365-6870,16976,SEG25
CTID28777979,15-Nov-16,7767-7920-7733-4210,28699,SEG16
CTID38916155,27-Jun-16,4818-7275-3513-3939,9533,SEG21
CTID87667848,24-Sep-16,7583-5046-7750-5578,32206,SEG21
CTID71148640,7-Dec-16,3405-7202-8402-5988,8850,SEG20
CTID40358046,29-Sep-16,2893-7786-7528-2338,49148,SEG18
CTID12770653,20-May-16,2088-6665-3327-6898,25299,SEG12
CTID58942820,16-Sep-16,8783-7271-8493-7931,12202,SEG19
CTID68881685,6-Nov-16,7843-4724-2851-6218,28017,SEG12
CTID98457554,11-Mar-16,7296-3224-2880-5747,199,SEG24
CTID49291794,20-Mar-16,5530-2431-5627-8837,33272,SEG12
CTID28962798,8-May-16,9376-8684-9599-2988,11928,SEG13
CTID29091235,22-Oct-16,3914-1379-8974-9157,15941,SEG13
CTID72560542,19-Dec-16,8361-7488-5303-1801,23838,SEG16
CTID96293125,9-Jan-16,4708-4407-9601-6022,24785,SEG15
CTID67380006,16-Oct-16,4646-8260-8197-7078,39417,SEG14
CTID74295216,21-Nov-16,9999-3058-2698-4238,9732,SEG23
CTID99283731,18-May-16,6492-5655-8241-3530,1237,SEG25
CTID65977280,17-May-16,5778-9566-9086-7555,5736,SEG15
CTID87303582,15-Feb-16,8869-7604-9618-3740,13331,SEG24
CTID17563535,23-Jun-16,7299-3529-7767-1695,43363,SEG23
CTID36327716,23-Jun-16,7863-1291-5335-8126,37571,SEG21
CTID25834988,24-Dec-16,9635-4234-8168-7095,27729,SEG12
CTID38249499,1-May-16,6540-2862-2962-5109,24409,SEG21
CTID33416258,4-May-16,7843-4724-2851-6218,26043,SEG15
CTID34229754,6-Jul-16,4420-9925-9792-9113,37742,SEG24
CTID42248885,9-Jun-16,2568-8047-9427-1704,32873,SEG22
CTID30881437,7-Aug-16,4864-7119-5608-7611,6545,SEG16
CTID43148953,21-Feb-16,9018-5320-5729-5393,20422,SEG20
CTID63722223,21-Jun-16,3925-8607-7303-7699,47967,SEG13
CTID81742111,7-Nov-16,5574-7647-1844-5316,43479,SEG15
CTID43948589,31-Dec-16,3914-1379-8974-9157,39215,SEG12
CTID13289186,1-Mar-16,7815-7711-6866-1320,14133,SEG16
CTID98260508,29-Jul-16,5262-2954-4306-9001,43942,SEG25
CTID29624024,10-May-16,7815-2405-2962-6053,15626,SEG21
CTID92841156,13-Apr-16,6262-7793-5307-8561,45678,SEG18
CTID83916169,4-Nov-16,3914-1379-8974-9157,2469,SEG13
CTID91529544,4-Apr-16,8341-5263-4582-7396,14830,SEG16
CTID88607421,5-Jul-16,2944-6929-3608-9991,36680,SEG11
CTID52332642,30-Jan-16,8462-5562-6993-2745,128,SEG15
CTID49191153,15-Nov-16,4973-1293-1664-2086,40387,SEG11
CTID50989359,26-Mar-16,9546-5205-4705-9447,48378,SEG13
CTID93372166,13-Oct-16,5618-9718-9367-2102,16132,SEG22
CTID80844072,9-Jan-16,8272-7202-4112-6502,16342,SEG20
CTID83233496,24-Jan-16,4959-5036-1379-1303,21670,SEG12
CTID21108154,24-Oct-16,6547-1222-2350-2503,22215,SEG18
CTID35414229,30-Mar-16,7752-7762-8832-3142,33436,SEG21
CTID33624484,19-Jan-16,7334-1842-5941-2149,8823,SEG24
CTID54783284,24-Mar-16,3461-8685-2115-2963,34516,SEG14
CTID27750471,31-Jul-16,6514-4444-5642-2615,43883,SEG24
CTID53863461,24-Feb-16,9497-8994-1281-9719,36456,SEG23
CTID56204365,22-Apr-16,3922-3698-6304-1975,12197,SEG11
CTID38441331,11-Jan-16,7697-2274-6431-6408,5048,SEG24
CTID82609500,31-Dec-16,2517-1247-3682-9050,16375,SEG11
CTID25818408,31-May-16,7276-7349-6334-3809,980,SEG24
CTID41605628,29-Nov-16,5574-7647-1844-5316,44965,SEG20
CTID90438277,2-Feb-16,8217-2336-2393-6960,11242,SEG12
CTID30659752,5-Apr-16,7662-3108-4951-8587,45115,SEG12
CTID24024691,29-Nov-16,5814-6146-3149-1775,20332,SEG18
CTID95960631,15-Jul-16,1629-9566-3285-2123,32213,SEG22
CTID16371204,5-Jun-16,8638-5407-3631-8196,43853,SEG23
CTID52186013,30-Nov-16,5993-5660-3442-6277,42628,SEG21
CTID34714563,14-Mar-16,7908-8365-2086-2481,40876,SEG16
CTID34038187,9-Apr-16,4046-1968-8375-3680,19336,SEG14
CTID59513034,15-Oct-16,7677-5937-2671-3687,44699,SEG14
CTID99676143,8-Jul-16,9446-5484-2517-1811,10743,SEG14
CTID41249486,27-Aug-16,6557-2662-6932-6028,11774,SEG21
CTID55950496,15-Jan-16,8976-7958-2694-8171,10631,SEG17
CTID21200359,14-May-16,8691-3939-1859-5937,32378,SEG21
CTID77097775,4-Aug-16,8052-5734-6162-9591,32805,SEG13
CTID52375568,17-Jun-16,8638-5407-3631-8196,45751,SEG17
CTID26282397,6-Oct-16,5619-4425-5473-6565,2592,SEG21
CTID66007010,10-Oct-16,6071-3874-2856-8755,1198,SEG11
CTID18948855,23-Aug-16,3748-8048-5227-8162,45605,SEG17
CTID12989333,29-May-16,5811-4353-3490-5513,15426,SEG22
CTID58107674,9-Sep-16,5750-8229-8026-8893,36262,SEG19
CTID58786149,21-May-16,7164-1323-2737-4112,34622,SEG18
CTID40589116,30-Mar-16,5262-2954-4306-9001,19734,SEG17
CTID27402048,12-Nov-16,9027-9319-4091-7718,46970,SEG25
CTID16858555,10-May-16,9310-6095-5617-9905,35990,SEG21
CTID64809039,29-Feb-16,9161-8723-1217-5269,7112,SEG24
CTID34131567,8-Apr-16,6770-3803-2120-3012,43415,SEG18
CTID26303930,21-Jan-16,3158-1638-7701-9309,24117,SEG18
CTID20736598,14-Feb-16,3440-1978-8156-5313,21910,SEG17
CTID83763831,17-Apr-16,9497-8994-1281-9719,29501,SEG21
CTID62524374,28-Mar-16,4954-2506-4917-1734,5174,SEG21
CTID56263315,8-Apr-16,5144-5591-4640-2208,20261,SEG18
CTID95615880,27-May-16,7447-6644-5678-8061,19354,SEG11
CTID52952271,11-Oct-16,7908-3850-6633-2606,4312,SEG25
CTID48273304,19-Apr-16,2830-1922-3225-5423,3511,SEG16
CTID90137703,14-Sep-16,6574-5513-6101-1905,32197,SEG20
CTID25131128,23-Jan-16,6071-3874-2856-8755,46448,SEG14
CTID98139962,9-Oct-16,8638-5407-3631-8196,16565,SEG21
CTID65581755,16-Mar-16,5984-2442-3351-3695,23953,SEG14
CTID69243546,13-Oct-16,5778-9566-9086-7555,47862,SEG24
CTID12529578,8-Sep-16,4220-2591-3295-3300,5643,SEG20
CTID80619477,24-May-16,3623-4506-7311-5151,35749,SEG21
CTID52372851,7-Jun-16,1123-9777-7335-9167,37371,SEG15
CTID80104840,16-Feb-16,4819-6940-5506-8061,37358,SEG16
CTID70453106,11-May-16,6016-6956-6981-3103,20821,SEG12
CTID98686312,28-Jun-16,4703-4800-3443-6825,34976,SEG11
CTID99717989,1-Sep-16,8797-7761-7623-1806,20632,SEG19
CTID47288456,25-Nov-16,5316-4617-7300-3260,48115,SEG11
CTID69511840,5-Jan-16,8614-1547-9524-8444,12089,SEG16
CTID49816282,8-Nov-16,8408-7680-2338-9105,47125,SEG20
CTID82291996,23-Jun-16,8272-7202-4112-6502,24106,SEG15
CTID88119807,28-Dec-16,5811-4353-3490-5513,22001,SEG17
CTID86518269,26-Jun-16,4562-2665-7578-1931,104,SEG20
CTID27784423,26-Oct-16,7697-2274-6431-6408,6190,SEG17
CTID86027421,8-Apr-16,2463-9055-1240-3878,29050,SEG13
CTID88595832,25-Dec-16,7815-5255-1963-9464,30558,SEG17
CTID30001535,3-May-16,8783-7271-8493-7931,1044,SEG20
CTID31619790,19-Oct-16,7729-4037-1361-9467,35465,SEG11
CTID88910233,4-Apr-16,3430-7717-8611-4878,33259,SEG13
CTID53696598,26-Sep-16,5734-5619-8469-4044,14204,SEG19
CTID84940002,18-Jul-16,3380-5311-6073-9478,8922,SEG17
CTID27781496,27-Jun-16,4314-6417-5269-5130,33703,SEG13
CTID54192328,31-Dec-16,1290-5480-3763-3387,4871,SEG19
CTID39468394,22-Jan-16,3573-2839-9869-7747,8006,SEG22
CTID86592981,9-Sep-16,5129-6974-6371-2964,14973,SEG24
